Timestamp,Full Name,Email Address,Phone Number,Budget Range,Preferred Property Type,Preferred Location,Other than above listed locations,Property Size Preference,Other than above listed Sizes,Purpose of Investment,Number of Bedrooms,Importance of Security,Nearby Facilities,Do you want AI-Based Renovation & Design Suggestions?,Interior Style Preference,Renovation Budget ( PKR ),Focus Area for Renovation ( Multiple Choice ),Rental Optimization Goal,Would you Like Ai to estimate ROI ( Return on Investment ) after renovation?,Additional Comments / Requirements,Email Address.1,clean_area_sqft,budget_min,budget_max,budget_center,budget_range,preferred_type,preferred_location,preferred_location_key,preferred_bedrooms,preferred_area,security_importance,purpose_encoded
12/08/2025 20:45,Hina Malik,hina.malik99@gmail.com,0321-6677889,5.8 Crore - 8.2 Crore,Commercial Plot,I-8 Markaz,,8 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,Whole House,Increase Rental Value,Yes,Main double road,hina.malik99@gmail.com,2178,58000000.0,82000000.0,70000000.0,24000000.0,commercial plot,I-8 Markaz,i8markaz,3.0,2178,1.5,2.0
12/08/2025 20:30,Ali Ahmed,ali.ahmed55@hotmail.com,0336-2233445,32 Crore - 48 Crore,Commercial Plot,Blue Area,,4 Kanal,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,"Kitchen, Bedrooms",Increase Rental Value,Yes,Building rented,ali.ahmed55@hotmail.com,21780,320000000.0,480000000.0,400000000.0,160000000.0,commercial plot,Blue Area,bluearea,3.0,21780,1.5,2.0
12/08/2025 20:15,Sajjad Butt,sajjad.butt33@yahoo.com,0312-8899001,1.1 Crore - 1.65 Crore,Apartment,Centaurus,,3 Bedrooms,1800 sqft,Living ( Self Use ),3,Very Important,"Near School, Near Hospital",Yes,Luxury,25 - 50 Lakh,"Kitchen, Bathrooms",Short Term ( Airbnb Style ) Rental,Yes,High floor view,sajjad.butt33@yahoo.com,1800,11000000.0,16500000.0,13750000.0,5500000.0,apartment,Centaurus,centaurus,3.0,1800,1.5,1.0
12/08/2025 20:00,Maria Khan,maria.khan44@outlook.com,0308-5566778,2.2 Crore - 3.3 Crore,Apartment,G-13 The Grand,,10 Marla,,Rental Income,3,Very Important,Near Metro / Main Road,Yes,Modern,10 - 25 Lakh,Whole House,Short Term ( Airbnb Style ) Rental,Yes,Furnished,maria.khan44@outlook.com,2722,22000000.0,33000000.0,27500000.0,11000000.0,apartment,G-13 The Grand,g13thegrand,3.0,2722,1.5,2.0
12/08/2025 19:45,Ahmed Farooq,ahmed.farooq88@gmail.com,0331-9988776,68 Lakh - 94 Lakh,House,University Town Block A,,5 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Ready for construction,ahmed.farooq88@gmail.com,1361,6800000.0,9400000.0,8100000.0,2600000.0,house,University Town Block A,universitytownblocka,3.0,1361,1.2,1.0
12/08/2025 19:30,Zain Ali,zain.ali22@yahoo.com,0345-3344556,4.2 Crore - 6.8 Crore,House,DHA Phase 1,,1 Kanal,,Rental Income,5,Very Important,Near Hospital,Yes,Modern,25 - 50 Lakh,Whole House,Attract Long - Term Tenants,Yes,Solid construction,zain.ali22@yahoo.com,5445,42000000.0,68000000.0,55000000.0,26000000.0,house,DHA Phase 1,dhaphase1,5.0,5445,1.5,2.0
12/08/2025 19:15,Fatima Riaz,fatima.riaz77@hotmail.com,0322-1122334,1.48 Crore - 2.1 Crore,House,B-17 Block B,,8 Marla,,Living ( Self Use ),4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block B only,fatima.riaz77@hotmail.com,2178,14800000.0,21000000.0,17900000.0,6200000.0,house,B-17 Block B,b17blockb,4.0,2178,1.5,1.0
12/08/2025 19:00,Sana Qureshi,sana.qureshi66@gmail.com,0315-6677889,7.5 Crore - 11 Crore,House,F-11/1,,1 Kanal,,Rental Income,4+,Very Important,"Near School, Near Metro / Main Road",Yes,Luxury,50 Lakh +,"Whole House, Outdoor / Garden",Increase Rental Value,Yes,Double unit design,sana.qureshi66@gmail.com,5445,75000000.0,110000000.0,92500000.0,35000000.0,house,F-11/1,f111,4.0,5445,1.5,2.0
12/08/2025 18:45,Bilal Siddiqui,bilal.siddiqui99@outlook.com,0333-8899001,55 Lakh - 82 Lakh,Residential Plot,Bahria Phase 8,,5 Marla,,Resale ( Profit ),,Somewhat Important,Near Hospital,No,Traditional,Less than 10 Lakh,"Bedrooms, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Prime sector F,bilal.siddiqui99@outlook.com,1361,5500000.0,8200000.0,6850000.0,2700000.0,residential plot,Bahria Phase 8,bahriaphase8,3.0,1361,1.2,3.0
12/08/2025 18:30,Ayesha Ahmed,ayesha.ahmed44@yahoo.com,0344-2233445,18 Crore - 26 Crore,Commercial Plot,Blue Area,,1 Kanal,,Rental Income,,Very Important,"Near Metro / Main Road, Parks & Commercial Area Nearby",Yes,Modern,50 Lakh +,"Kitchen, Bathrooms",Increase Rental Value,Yes,High visibility,ayesha.ahmed44@yahoo.com,5445,180000000.0,260000000.0,220000000.0,80000000.0,commercial plot,Blue Area,bluearea,3.0,5445,1.5,2.0
12/08/2025 18:15,Owais Malik,owais.malik77@hotmail.com,0321-9988776,3.2 Crore - 4.8 Crore,House,G-14/2,,10 Marla,,Living ( Self Use ),3,Very Important,"Near School, Parks & Commercial Area Nearby",Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Extended plot,owais.malik77@hotmail.com,2722,32000000.0,48000000.0,40000000.0,16000000.0,house,G-14/2,g142,3.0,2722,1.5,1.0
12/08/2025 18:00,Zainab Tariq,zainab.tariq22@gmail.com,0300-5566778,1.05 Crore - 1.55 Crore,Apartment,I-10/3,,8 Marla,,Rental Income,2,Very Important,Near Hospital,Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Balcony view,zainab.tariq22@gmail.com,2178,10500000.0,15500000.0,13000000.0,5000000.0,apartment,I-10/3,i103,2.0,2178,1.5,2.0
12/08/2025 17:45,Hassan Farooq,hassan.farooq88@outlook.com,0331-1122334,6 Crore - 9 Crore,House,DHA Phase 3,,1 Kanal,,Living ( Self Use ),4+,Very Important,Near Metro / Main Road,Yes,Traditional,25 - 50 Lakh,"Outdoor / Garden, Bedrooms",Increase Rental Value,Yes,Phase 3 premium,hassan.farooq88@outlook.com,5445,60000000.0,90000000.0,75000000.0,30000000.0,house,DHA Phase 3,dhaphase3,4.0,5445,1.5,1.0
12/08/2025 17:30,Amna Butt,amna.butt55@yahoo.com,0345-3344556,72 Lakh - 1.08 Crore,Residential Plot,B-17 Block D,,5 Marla,,Resale ( Profit ),,Very Important,Near School,Yes,Not Sure ( Need Suggestions ),Less than 10 Lakh,Whole House,Increase Rental Value,Yes,Back to main road,amna.butt55@yahoo.com,1361,7200000.0,10800000.0,9000000.0,3600000.0,residential plot,B-17 Block D,b17blockd,3.0,1361,1.5,3.0
12/08/2025 17:15,Kalsoom Ali,kalsoom.ali33@hotmail.com,0322-6677889,25 Crore - 38 Crore,Commercial Plot,F-7 Markaz,,2 Kanal,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,Whole House,Increase Rental Value,Yes,Shop-lined street,kalsoom.ali33@hotmail.com,10890,250000000.0,380000000.0,315000000.0,130000000.0,commercial plot,F-7 Markaz,f7markaz,3.0,10890,1.5,2.0
12/08/2025 17:00,Sajjad Khan,sajjad.khan99@gmail.com,0315-8899001,1.9 Crore - 2.85 Crore,House,G-11/1,,10 Marla,,Rental Income,3,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,"Kitchen, Bathrooms",Attract Long - Term Tenants,Yes,Double storey ready,sajjad.khan99@gmail.com,2722,19000000.0,28500000.0,23750000.0,9500000.0,house,G-11/1,g111,3.0,2722,1.5,2.0
12/08/2025 16:45,Maria Siddiqui,maria.siddiqui44@outlook.com,0333-2233445,4.5 Crore - 6.75 Crore,Apartment,F-8/1,,12 Marla,,Living ( Self Use ),3,Very Important,"Near Hospital, Near School",Yes,Modern,25 - 50 Lakh,"Whole House, Outdoor / Garden",Increase Rental Value,Yes,Penthouse option,maria.siddiqui44@outlook.com,3267,45000000.0,67500000.0,56250000.0,22500000.0,apartment,F-8/1,f81,3.0,3267,1.5,1.0
12/08/2025 16:30,Usman Qureshi,usman.qureshi77@yahoo.com,0300-9988776,88 Lakh - 1.32 Crore,House,Faisal Hills Block C,,6 Marla,,Living ( Self Use ),2,Somewhat Important,Near Metro / Main Road,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Short Term ( Airbnb Style ) Rental,Yes,Block C edge,usman.qureshi77@yahoo.com,1633,8800000.0,13200000.0,11000000.0,4400000.0,house,Faisal Hills Block C,faisalhillsblockc,2.0,1633,1.2,1.0
12/08/2025 16:15,Hina Raza,hina.raza22@hotmail.com,0345-5566778,12 Crore - 18 Crore,House,E-11/2,,1 Kanal,,Rental Income,4+,Very Important,"Near School, Near Metro / Main Road",Yes,Luxury,50 Lakh +,Whole House,Increase Rental Value,Yes,Extended backyard,hina.raza22@hotmail.com,5445,120000000.0,180000000.0,150000000.0,60000000.0,house,E-11/2,e112,4.0,5445,1.5,2.0
12/08/2025 16:00,Ali Hussain,ali.hussain88@gmail.com,0321-1122334,2.6 Crore - 3.9 Crore,Residential Plot,Bahria Phase 7,,10 Marla,,Resale ( Profit ),,Very Important,Parks & Commercial Area Nearby,No,Modern,10 - 25 Lakh,"Living Room, Outdoor / Garden",Increase Rental Value,Yes,Phase 7 premium,ali.hussain88@gmail.com,2722,26000000.0,39000000.0,32500000.0,13000000.0,residential plot,Bahria Phase 7,bahriaphase7,3.0,2722,1.5,3.0
12/08/2025 15:45,Fatima Shah,fatima.shah55@outlook.com,0336-3344556,35 Crore - 52 Crore,Commercial Plot,I-8 Markaz,,1 Kanal,,Rental Income,,Very Important,"Near Metro / Main Road, Near Hospital",Yes,Modern,50 Lakh +,"Kitchen, Bedrooms",Increase Rental Value,Yes,Office space ready,fatima.shah55@outlook.com,5445,350000000.0,520000000.0,435000000.0,170000000.0,commercial plot,I-8 Markaz,i8markaz,3.0,5445,1.5,2.0
12/08/2025 15:30,Bilal Tariq,bilal.tariq33@yahoo.com,0312-6677889,1.35 Crore - 2 Crore,Apartment,G-14,,8 Marla,,Living ( Self Use ),2,Very Important,Near School,Yes,Traditional,10 - 25 Lakh,"Bedrooms, Bathrooms",Attract Long - Term Tenants,Yes,Ground floor,bilal.tariq33@yahoo.com,2178,13500000.0,20000000.0,16750000.0,6500000.0,apartment,G-14,g14,2.0,2178,1.5,1.0
12/08/2025 15:15,Ayesha Farooq,ayesha.farooq99@hotmail.com,0308-8899001,5.2 Crore - 7.8 Crore,House,DHA Phase 4,,1 Kanal,,Rental Income,4,Very Important,Near Hospital,Yes,Luxury,25 - 50 Lakh,"Whole House, Outdoor / Garden",Short Term ( Airbnb Style ) Rental,Yes,Phase 4 corner,ayesha.farooq99@hotmail.com,5445,52000000.0,78000000.0,65000000.0,26000000.0,house,DHA Phase 4,dhaphase4,4.0,5445,1.5,2.0
12/08/2025 15:00,Owais Siddiqui,owais.siddiqui44@gmail.com,0331-2233445,78 Lakh - 1.17 Crore,Residential Plot,B-17 Block D,,5 Marla,,Resale ( Profit ),,Somewhat Important,Near Metro / Main Road,Yes,Not Sure ( Need Suggestions ),Less than 10 Lakh,Whole House,Increase Rental Value,Yes,Block D back,owais.siddiqui44@gmail.com,1361,7800000.0,11700000.0,9750000.0,3900000.0,residential plot,B-17 Block D,b17blockd,3.0,1361,1.2,3.0
12/08/2025 14:45,Zainab Malik,zainab.malik77@outlook.com,0345-9988776,22 Crore - 33 Crore,House,F-10 Markaz,,1 Kanal,,Living ( Self Use ),5,Very Important,"Near School, Parks & Commercial Area Nearby",Yes,Modern,50 Lakh +,"Kitchen, Living Room",Attract Long - Term Tenants,Yes,Markaz location,zainab.malik77@outlook.com,5445,220000000.0,330000000.0,275000000.0,110000000.0,house,F-10 Markaz,f10markaz,5.0,5445,1.5,1.0
12/08/2025 14:30,Hassan Butt,hassan.butt22@yahoo.com,0322-5566778,1.6 Crore - 2.4 Crore,House,G-12/1,,10 Marla,,Rental Income,3,Very Important,Near Hospital,Yes,Traditional,10 - 25 Lakh,"Bedrooms, Outdoor / Garden",Increase Rental Value,Yes,Double unit,hassan.butt22@yahoo.com,2722,16000000.0,24000000.0,20000000.0,8000000.0,house,G-12/1,g121,3.0,2722,1.5,2.0
12/08/2025 14:15,Amna Khan,amna.khan88@hotmail.com,0315-1122334,8.5 Crore - 12.75 Crore,Commercial Plot,F-11 Markaz,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Luxury,50 Lakh +,Whole House,Increase Rental Value,Yes,Shop potential,amna.khan88@hotmail.com,2722,85000000.0,127500000.0,106250000.0,42500000.0,commercial plot,F-11 Markaz,f11markaz,3.0,2722,1.5,2.0
12/08/2025 14:00,Sajjad Ali,sajjad.ali55@gmail.com,0333-3344556,62 Lakh - 93 Lakh,Apartment,I-14,,5 Marla,,Living ( Self Use ),2,Somewhat Important,Near School,Yes,Modern,Less than 10 Lakh,"Kitchen, Bedrooms",Short Term ( Airbnb Style ) Rental,Yes,Budget apartment,sajjad.ali55@gmail.com,1361,6200000.0,9300000.0,7750000.0,3100000.0,apartment,I-14,i14,2.0,1361,1.2,1.0
12/08/2025 13:45,Maria Ahmed,maria.ahmed99@outlook.com,0300-6677889,4 Crore - 6 Crore,House,Bahria Phase 6,,10 Marla,,Living ( Self Use ),4,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,Phase 6 edge,maria.ahmed99@outlook.com,2722,40000000.0,60000000.0,50000000.0,20000000.0,house,Bahria Phase 6,bahriaphase6,4.0,2722,1.5,1.0
12/08/2025 13:30,Usman Shah,usman.shah44@yahoo.com,0344-8899001,28 Lakh - 42 Lakh,Residential Plot,Taxila,,1 Kanal,,Resale ( Profit ),,Somewhat Important,Near Hospital,No,Traditional,Less than 10 Lakh,,Increase Rental Value,Yes,Taxila outskirts,usman.shah44@yahoo.com,5445,2800000.0,4200000.0,3500000.0,1400000.0,residential plot,Taxila,taxila,3.0,5445,1.2,3.0
12/08/2025 13:15,Hassan Riaz,hassan.riaz55@gmail.com,0331-5566778,1.85 Crore - 2.65 Crore,House,B-17 Block E,,10 Marla,,Living ( Self Use ),4,Very Important,"Near School, Parks & Commercial Area Nearby",Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block E corner,hassan.riaz55@gmail.com,2722,18500000.0,26500000.0,22500000.0,8000000.0,house,B-17 Block E,b17blocke,4.0,2722,1.5,1.0
12/08/2025 13:00,Farah Ahmed,farah.ahmed33@outlook.com,0322-1122334,3.1 Crore - 4.5 Crore,House,G-13/2,,10 Marla,,Rental Income,3,Very Important,Near Metro / Main Road,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,35x70 plot,fara.ahmed33@outlook.com,2722,31000000.0,45000000.0,38000000.0,14000000.0,house,G-13/2,g132,3.0,2722,1.5,2.0
12/08/2025 12:45,Aliya Khan,aliya.khan77@yahoo.com,0300-6677889,55 Lakh - 78 Lakh,Residential Plot,Faisal Hills Block D,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession ready,aliya.khan77@yahoo.com,1361,5500000.0,7800000.0,6650000.0,2300000.0,residential plot,Faisal Hills Block D,faisalhillsblockd,3.0,1361,1.5,3.0
12/08/2025 12:30,Saad Malik,saad.malik44@hotmail.com,0345-3344556,6.8 Crore - 9.8 Crore,House,DHA Phase 4,,1 Kanal,,Living ( Self Use ),5,Very Important,"Near Hospital, Near Metro / Main Road",Yes,Luxury,25 - 50 Lakh,"Whole House, Outdoor / Garden",Attract Long - Term Tenants,Yes,Phase 4 premium,saad.malik44@hotmail.com,5445,68000000.0,98000000.0,83000000.0,30000000.0,house,DHA Phase 4,dhaphase4,5.0,5445,1.5,1.0
12/08/2025 12:15,Madiha Butt,madiha.butt99@gmail.com,0315-8899001,1.42 Crore - 1.98 Crore,House,B-17 Block A,,8 Marla,,Living ( Self Use ),3,Very Important,Parks & Commercial Area Nearby,Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block A only,madiha.butt99@gmail.com,2178,14200000.0,19800000.0,17000000.0,5600000.0,house,B-17 Block A,b17blocka,3.0,2178,1.5,1.0
12/08/2025 12:00,Umar Farooq,umar.farooq22@yahoo.com,0333-2233445,9.2 Crore - 13.5 Crore,House,F-11/3,,1 Kanal,,Rental Income,4+,Very Important,"Near School, Near Metro / Main Road",Yes,Luxury,50 Lakh +,Whole House,Increase Rental Value,Yes,Double road facing,umar.farooq22@yahoo.com,5445,92000000.0,135000000.0,113500000.0,43000000.0,house,F-11/3,f113,4.0,5445,1.5,2.0
12/08/2025 11:45,Nida Siddiqui,nida.siddiqui66@outlook.com,0321-9988776,72 Lakh - 1.05 Crore,House,University Town Block B,,6 Marla,,Living ( Self Use ),3,Somewhat Important,Near School,Yes,Traditional,Less than 10 Lakh,"Bedrooms, Kitchen",Increase Rental Value,Yes,Ready for construction,nida.siddiqui66@outlook.com,1633,7200000.0,10500000.0,8850000.0,3300000.0,house,University Town Block B,universitytownblockb,3.0,1633,1.2,1.0
12/08/2025 11:30,Talha Raza,talha.raza88@gmail.com,0300-1122334,2.8 Crore - 4.1 Crore,House,G-14/1,,10 Marla,,Rental Income,4,Very Important,Near Metro / Main Road,Yes,Modern,10 - 25 Lakh,Whole House,Attract Long - Term Tenants,Yes,40x80 cutting,talha.raza88@gmail.com,2722,28000000.0,41000000.0,34500000.0,13000000.0,house,G-14/1,g141,4.0,2722,1.5,2.0
12/08/2025 11:15,Shazia Ahmed,shazia.ahmed55@hotmail.com,0345-5566778,1.12 Crore - 1.68 Crore,Apartment,G-11 Markaz,,8 Marla,,Living ( Self Use ),2,Very Important,"Near Hospital, Near Metro / Main Road",Yes,Luxury,25 - 50 Lakh,"Kitchen, Living Room",Short Term ( Airbnb Style ) Rental,Yes,Fully furnished,shazia.ahmed55@hotmail.com,2178,11200000.000000002,16800000.0,14000000.0,5599999.999999998,apartment,G-11 Markaz,g11markaz,2.0,2178,1.5,1.0
12/08/2025 11:00,Imran Khan,imran.khan33@yahoo.com,0331-6677889,4.5 Crore - 6.8 Crore,Commercial Plot,I-10 Markaz,,10 Marla,,Rental Income,,Very Important,Near Metro / Main Road,Yes,Modern,50 Lakh +,"Kitchen, Bedrooms",Increase Rental Value,Yes,Main road shop,imran.khan33@yahoo.com,2722,45000000.0,68000000.0,56500000.0,23000000.0,commercial plot,I-10 Markaz,i10markaz,3.0,2722,1.5,2.0
12/08/2025 10:45,Amina Tariq,amina.tariq77@outlook.com,0322-3344556,1.65 Crore - 2.35 Crore,House,B-17 Block F,,10 Marla,,Living ( Self Use ),4,Very Important,"Near School, Parks & Commercial Area Nearby",Yes,Modern,10 - 25 Lakh,"Kitchen, Bedrooms",Increase Rental Value,Yes,Block F only,amina.tariq77@outlook.com,2722,16500000.0,23500000.0,20000000.0,7000000.0,house,B-17 Block F,b17blockf,4.0,2722,1.5,1.0
12/08/2025 10:30,Asim Butt,asim.butt44@gmail.com,0315-9988776,68 Lakh - 92 Lakh,Residential Plot,Faisal Hills Block E,,5 Marla,,Resale ( Profit ),,Very Important,Near School,No,Not Sure ( Need Suggestions ),Less than 10 Lakh,,Increase Rental Value,Yes,Possession plot,asim.butt44@gmail.com,1361,6800000.0,9200000.0,8000000.0,2400000.0,residential plot,Faisal Hills Block E,faisalhillsblocke,3.0,1361,1.5,3.0
12/08/2025 10:15,Saba Riaz,saba.riaz99@hotmail.com,0300-8899001,7.2 Crore - 10.5 Crore,House,DHA Phase 6,,1 Kanal,,Rental Income,5,Very Important,Near Hospital,Yes,Luxury,25 - 50 Lakh,"Whole House, Outdoor / Garden",Increase Rental Value,Yes,Phase 6 corner,saba.riaz99@hotmail.com,5445,72000000.0,105000000.0,88500000.0,33000000.0,house,DHA Phase 6,dhaphase6,5.0,5445,1.5,2.0
12/08/2025 10:00,Waqas Ahmed,waqas.ahmed22@yahoo.com,0333-1122334,2.1 Crore - 3.1 Crore,House,G-15/4,,10 Marla,,Living ( Self Use ),3,Very Important,Near Metro / Main Road,Yes,Modern,10 - 25 Lakh,"Bedrooms, Bathrooms",Attract Long - Term Tenants,Yes,35x70 plot,waqas.ahmed22@yahoo.com,2722,21000000.0,31000000.0,26000000.0,10000000.0,house,G-15/4,g154,3.0,2722,1.5,1.0
